epoch,train_gen_loss,train_disc_loss,train_gen_acc,val_gen_loss,val_disc_loss,val_gen_acc
1,0.34802735,0.92557955,0.5021704,0.24033295,2.9861534,0.9994231
2,0.3301583,0.86288744,0.499308,0.25276542,3.8325422,0.9933974
3,0.33343372,0.79623854,0.49943382,0.27542886,4.678308,0.99538463
4,0.34582624,0.7210613,0.49977195,0.28183988,5.441604,0.99515224
5,0.36286157,0.6556615,0.50011533,0.29965046,6.341132,0.9961218
