epoch,train_gen_loss,train_disc_loss,train_gen_acc,val_gen_loss,val_disc_loss,val_gen_acc
1,5.2865114,0.63269347,0.20333333,1.7586277,1.2789276,0.33833334
2,3.6942222,0.22952166,0.038333334,1.035442,1.2963808,0.23738006
3,2.0607188,0.1870988,0.0325,1.1372088,1.462014,0.07008761
