epoch,train_gen_loss,train_disc_loss,train_gen_acc,val_gen_loss,val_disc_loss,val_gen_acc
1,0.35995322,0.9136312,0.48987165,0.26360604,3.9767523,0.9936859
2,0.34364304,0.8426578,0.4918166,0.25264555,4.7981043,0.957468
3,0.34833974,0.75903565,0.4955195,0.27086434,5.8082776,0.96068376
4,0.3625468,0.6799969,0.49756753,0.28301322,6.786406,0.9606811
5,0.38017094,0.61453664,0.49887392,0.2988763,7.715013,0.96607053
