epoch,train_gen_loss,train_disc_loss,train_gen_acc,val_gen_loss,val_disc_loss,val_gen_acc
1,0.97847044,1.2245075,0.506144,0.77089065,1.4740872,0.5128995
2,0.8548176,1.3225757,0.62119085,0.6017999,1.5442941,0.7106164
3,0.84950113,1.3060431,0.62486684,0.68147254,2.0091734,0.33523592
