epoch,train_gen_loss,train_disc_loss,train_gen_acc,val_gen_loss,val_disc_loss,val_gen_acc
1,0.98191047,0.69615734,0.5456299,0.53603673,2.2597277,0.6561218
2,0.9627011,0.61561304,0.53870994,0.64419687,3.394521,0.7696955
3,0.9705243,0.5333922,0.52958465,0.68529993,4.828847,0.8186859
